 37601 BD+56  1050   7105 1941  26942 054301.66 +563453.2  6.05  24       Cam
 37638 BD+61   816   7124 1943  27046 054408.46 +612835.5  6.17  23       Cam
 37711 BD+16   841   7094 1946  26777 054117.72 +163203.1  4.84 126       Tau
 37742 BD-02  1338A  7089 1948  26727 054045.52 -015633.3  1.74  50 zet   Ori
 37743 BD-02  1338B       1949        054045.6  -015634.   4.21  50 zet   Ori
 37763 CP-76   333   6966 1953  25918 053152.66 -762030.0  5.18     gam   Men
 37795 CD-34  2375   7078 1956  26634 053938.94 -340426.6  2.65     alf   Col
 37984 BD+01  1105   7136 1963  26885 054228.66 +012828.8  4.90  51 b     Ori
 38090 BD-22  1194   7141 1968  26865 054213.96 -222225.5  5.88  12       Lep
 38091 BD+56  1058   7191 1969  27249 054630.37 +560656.6  5.93  26       Cam
 38104 BD+49  1398   7182 1971  27196 054554.05 +494934.6  5.46  27 omi   Aur
 38129 BD+56  1059   7201       27283 054654.60 +565526.4  6.79  28       Cam
 38392 BD-22  1210   7196 1982        054426.5  -222518.   6.15  13 gam   Lep
 38393 BD-22  1211   7197 1983  27072 054427.97 -222651.0  3.59  13 gam   Lep
 38478 BD+15   926   7224 1985  27265 054645.49 +154921.0  6.00 129       Tau
 38545 BD+14  1025   7237 1989  27316 054713.15 +142918.3  5.72 131       Tau
 38558 BD+17  1004   7241 1990  27338 054726.20 +174344.9  5.47 130       Tau
 38602 CP-78   195   7102 1991  26264 053536.13 -784915.2  6.04     iot   Men
 38618 BD+56  1065   7293 1992  27592 055033.89 +565508.2  6.53  29       Cam
 38622 BD+13   979   7249 1993  27364 054742.90 +135358.7  5.28 133       Tau
 38656 BD+39  1418   7277 1995  27483 054910.46 +391052.1  4.51  29 tau   Aur
 38666 CD-32  2538   7230 1996  27204 054559.89 -321823.0  5.18     mu.   Col
 38678 BD-14  1232   7247 1998  27288 054657.35 -144919.0  3.55  14 zet   Lep
 38710 BD+06  1027   7262 1999  27386 054800.23 +062715.2  5.26  52       Ori
 38751 BD+24   970   7283 2002  27468 054900.96 +243403.2  4.88 132       Tau
 38771 BD-09  1235   7264 2004  27366 054745.39 -094010.6  2.07  53 kap   Ori
 38831 BD+58   863   7327 2006  27731 055217.26 +585750.9  6.14  30       Cam
 38899 BD+12   912   7306 2010  27511 054932.94 +123904.9  4.89 134       Tau
 38944 BD+37  1336   7322 2011  27639 055102.41 +371820.5  4.72  31 ups   Aur
 39003 BD+39  1429   7334 2012  27673 055129.39 +390854.5  3.97  32 nu.   Aur
 39014 CP-65   496   7246 2015  27100 054446.42 -654407.9  4.34     del   Dor
 39019 BD+14  1041   7323 2016  27581 055028.90 +141820.5  5.54 135       Tau
 39060 CD-51  1620   7287 2020  27321 054717.08 -510400.2  3.85     bet   Pic
 39091 CP-80   161   7161 2022  26394 053708.79 -802818.0  5.65     pi.   Men
 39220 BD+59   920   7402 2027  27971 055457.83 +595318.3  5.20  31       Cam
 39283 BD+55  1027   7404 2029  27949 055450.79 +554224.9  4.96  30 ksi   Aur
 39291 BD-07  1187   7354 2031  27658 055121.98 -073104.8  5.36  55       Ori
 39317 BD+14  1060   7374 2033  27743 055222.30 +141018.5  5.60 137       Tau
 39357 BD+27   899   7389 2034  27830 055319.64 +273644.2  4.56 136       Tau
 39364 BD-20  1211   7362 2035  27654 055119.15 -205239.0  3.76  15 del   Lep
 39400 BD+01  1151   7380 2037  27750 055226.44 +015118.6  4.76  56       Ori
 39425 CD-35  2546   7364 2040  27628 055057.55 -354609.5  3.12     bet   Col
 39523 CP-56   946   7353 2042  27530 054949.58 -560959.4  4.50     gam   Pic
 39587 BD+20  1162   7419 2047  27913 055423.08 +201635.1  4.39  54 chi01 Ori
 39698 BD+19  1126   7436 2052  27965 055456.69 +194458.6  5.92  57       Ori
 39764 CD-33  2599   7416 2056  27810 055306.88 -334805.2  4.88     lam   Col
 39780 CP-84    75   7134 2059  25776 053013.93 -844706.8  6.18  31       Men
 39801 BD+07  1055   7451 2061  27989 055510.29 +072425.3  0.45  58 alf   Ori
 39810 CP-72   418   7351 2062  27369 054748.15 -724208.3  6.54     lam   Men
 39816 BD+20  1171   7457 2063        055549.3  +201030.   5.4      U     Ori
 39844 CP-66   463   7384 2064  27534 054953.55 -665404.4  5.10     eps   Dor
 40035 BD+54   970   7521 2077  28358 055931.55 +541705.9  3.72  33 del   Aur
 40111 BD+25  1052   7507 2084  28237 055759.66 +255714.1  4.81 139       Tau
 40136 BD-14  1286   7492 2085  28103 055624.32 -141004.9  3.71  16 eta   Lep
 40176 CD-37  2487   7481 2087  28010 055529.89 -370714.2  4.97     ksi   Col
 40183 BD+44  1328   7543 2088  28360 055931.77 +445650.8  1.90  34 bet   Aur
 40239 BD+45  1217   7554 2091  28404 055956.10 +455612.3  4.30  35 pi.   Aur
 40248 CD-31  2848   7499 2092  28098 055620.94 -312256.8  5.52     sig   Col
 40312 BD+37  1380   7557 2095  28380 055943.24 +371246.0  2.65  37 the   Aur
 40372 BD+01  1171   7539 2100  28271 055824.44 +015013.7  5.89  59       Ori
 40394 BD+47  1227   7580 2101  28499 060058.56 +475407.1  5.71  36       Aur
 40409 CP-63   498   7477 2102  27890 055405.90 -630527.7  4.65  36       Dor
 40446 BD+00  1239   7556 2103  28296 055849.58 +003310.7  5.21  60       Ori
 40494 CD-35  2612   7536 2106  28199 055732.21 -351659.9  4.36     gam   Col
 40535 BD-09  1284   7560 2107  28321 055901.07 -092256.1  6.15   1       Mon
 40536 BD-09  1285   7565 2108  28325 055904.31 -093329.3  5.04   2       Mon
 40724 BD+22  1140   7610 2116  28561 060141.63 +222403.8  6.36 141       Tau
 40801 BD+42  1473   7641 2119  28677 060317.87 +425442.8  6.08  38       Aur
 40808 CD-42  2266   7591 2120  28328 055908.79 -424854.4  3.96     eta   Col
 40873 BD+51  1146   7663 2123  28765 060429.11 +513424.6  6.39  35       Cam
 40932 BD+09  1064   7635 2124  28614 060222.99 +093850.5  4.12  61 mu.   Ori
 40953 CP-79   202   7476 2125  27566 055016.80 -792141.5  5.46     kap   Men
 40967 BD-10  1349   7631 2128  28574 060150.43 -103552.6  4.92   3       Mon
 41040 BD+19  1186   7662 2130  28691 060327.36 +194126.2  5.14  64       Ori
 41074 BD+42  1477   7685 2132  28823 060503.42 +425855.1  5.90  39       Aur
 41116 BD+23  1170   7676 2134  28734 060407.22 +231549.1  4.16   1       Gem
 41117 BD+20  1233   7675 2135  28716 060355.18 +200818.5  4.64  62 chi02 Ori
 41357 BD+38  1377   7723 2143  28946 060635.09 +382858.0  5.35  40       Aur
 41361 BD+05  1085   7702 2144  28812 060458.19 +052511.9  5.67  63       Ori
 41380 BD+04  1116   7704 2145  28814 060458.36 +040931.2  5.63  66       Ori
 41511 BD-16  1349   7711 2148  28816 060459.13 -162903.9  4.92  17       Lep
 41534 CD-32  2743   7708 2149  28756 060420.28 -321021.8  5.65  72       Col
 41543 BD+23  1192   7739       28969 060648.66 +233819.0  6.67   2       Gem
 41597 BD+58   897   7796 2152  29246 060958.99 +585608.3  5.35  37       Cam
 41695 BD-14  1331   7742 2155  28910 060609.33 -145607.0  4.67  18 the   Lep
 41698 CD-24  3679   7737 2156  28874 060545.54 -241143.9  6.74     S     Lep
 41753 BD+14  1152   7772 2159  29038 060734.32 +144606.7  4.42  67 nu.   Ori
 41927 BD+65   517   7856 2165  29490 061251.05 +654306.6  5.36  36       Cam
 42042 BD-19  1361   7794 2168  29048 060741.63 -190957.6  5.28  19       Lep
 42078 CD-42  2343   7785 2171  28957 060641.07 -421755.7  6.15     pi.01 Col
 42087 BD+23  1226   7827 2173  29225 060943.99 +230648.5  5.75   3       Gem
 42126 BD+48  1352B  7851 2175  29388 061136.5  +484247.   6.82  41       Aur
 42127 BD+48  1352A  7853 2176        061136.6  +484240.   6.09  41       Aur
 42167 CD-37  2609   7805 2177  29034 060731.63 -371510.5  5.00     the   Col
 42216 BD+23  1232   7844       29288 061029.94 +225952.4  6.88   4       Gem
 42303 CD-42  2351   7816 2181  29064 060752.87 -420914.4  5.50     pi.02 Col
 42398 BD+24  1151   7872 2185  29379 061132.31 +242513.4  5.83   5       Gem
 42509 BD+19  1253   7887 2193  29433 061201.34 +194726.1  5.76  68       Ori
 42525 CP-66   493   7813 2194  28909 060609.36 -660222.9  5.72     eta01 Dor
 42543 BD+22  1220   7896 2197  29450 061219.10 +225430.7  6.51   6 BU    Gem
 42545 BD+16  1035   7891 2198  29434 061203.28 +160749.6  4.95  69 f01   Ori
 42560 BD+14  1187   7889 2199  29426 061156.40 +141231.7  4.45  70 ksi   Ori
 42633 BD+60   938   7949 2201  29730 061540.51 +595956.5  5.37  40       Cam
 42933 CP-54   980   7898 2212  29276 061017.91 -545807.2  4.72     del   Pic
 42973 BD+61   869   8016 2215  29919 061754.83 +613055.1  5.01   1       Lyn
 42995 BD+22  1241   7969 2216  29655 061452.70 +223024.6  3.31   7 eta   Gem
 43039 BD+29  1154   7981 2219  29696 061522.74 +292955.4  4.32  44 kap   Aur
 43042 BD+19  1270   7971 2220  29650 061450.94 +190924.8  5.20  71       Ori
 43107 CP-68   474   7886 2221  29134 060844.34 -685036.4  5.06     nu.   Dor
 43153 BD+16  1060   7987 2223  29704 061525.13 +160835.5  5.34  72 f02   Ori
 43232 BD-06  1469   7986 2227  29651 061451.34 -061629.0  3.99   5 gam   Mon
 43244 BD+46  1122   8037 2228  29884 061734.68 +462526.1  6.53  42       Aur
 43247 BD+12  1081   7996 2229  29736 061544.97 +123303.9  5.44  73       Ori
 43261 BD+24  1182   8015 2230  29789 061619.05 +235812.2  6.09   8       Gem
 43378 BD+59   959   8068 2238  30060 061937.39 +590039.3  4.44   2       Lyn
 43380 BD+46  1124   8055 2239  29949 061816.86 +462138.7  6.33  43       Aur
 43384 BD+23  1275   8039 2240  29840 061658.71 +234427.3  6.24   9       Gem
 43386 BD+12  1084   8033 2241  29800 061626.57 +121618.2  5.04  74 k     Ori
 43455 CP-65   561   7946 2245  29353 061115.02 -653522.9  5.01     eta02 Dor
 43525 BD+09  1173   8051 2247  29850 061706.62 +095633.1  5.39  75 l     Ori
 43740 BD+23  1293   8092       30003 061854.43 +233611.9  6.58  10       Gem
 43749 BD+61   878   8140       30278 062208.09 +614535.5  7.33   3       Lyn
 43760 BD-10  1455   8070 2255  29885 061735.13 -104330.0  6.76   6       Mon
 43785 CD-35  2800   8062 2256  29807 061633.14 -350826.6  4.37     kap   Col
 43812 BD+59   964   8147 2257  30272 062203.56 +592219.6  6.05   4       Lyn
 43818 BD+23  1300   8104       30046 061919.30 +232809.9  6.91  11       Gem
 43834 CP-74   374   7962 2261  29271 061014.20 -744509.1  5.08     alf   Men
 43836 BD+23  1301   8106       30049 061922.52 +231628.2  6.95  12       Gem
 43905 BD+53  1008   8151 2264  30247 062146.11 +532708.6  5.34  45       Aur
 44112 BD-07  1373   8132 2273  30073 061942.80 -074922.5  5.27   7       Mon
 44402 CD-30  3038   8170 2282  30122 062018.79 -300348.2  3.02   1 zet   CMa
 44478 BD+22  1304   8208 2286  30343 062257.59 +223049.9  2.87  13 mu.   Gem
 44537 BD+49  1488   8235 2289  30520 062453.90 +491716.4  4.92  46 psi01 Aur
 44639 BD-02  1581   8213             062243.5  -021142.   9.8      V     Mon
 44691 BD+56  1125   8281 2291  30651 062625.86 +561706.2  5.53     RR    Lyn
 44708 BD+58   927   8287 2293  30679 062648.88 +582502.7  5.21   5       Lyn
 44743 BD-17  1467   8223 2294  30324 062241.99 -175721.3  1.98   2 bet   CMa
 44762 CD-33  2927   8214 2296  30277 062206.85 -332610.6  3.85     del   Col
 44769 BD+04  1236   8240 2298  30419 062346.10 +043534.2  4.39   8 eps   Mon
 44770 BD+04  1237   8241 2299  30422 062346.50 +043545.1  6.72   8 eps   Mon
 44984 BD+14  1283   8294 2308  30564 062528.18 +144319.2  6.30     BL    Ori
 44990 BD+07  1273   8291 2310  30541 062513.00 +070508.6  6.26     T     Mon
 45229 CP-56  1072   8274 2320  30342 062255.87 -562211.7  5.60     nu.   Pic
 45348 CP-52   914   8302 2326  30438 062357.09 -524144.6 -0.62     alf   Car
 45352 BD+20  1427   8359       30757 062746.58 +204722.6  6.54  15       Gem
 45394 BD+20  1428   8365 2330  30769 062756.69 +202946.6  6.22  16       Gem
 45410 BD+58   932   8416 2331  31039 063047.14 +580948.4  5.86   6       Lyn
 45412 BD+30  1238   8371 2332  30827 062834.09 +302935.1  5.75  48 RT    Aur
 45416 BD+00  1426   8355 2334  30717 062713.76 +001757.4  5.19  77       Ori
 45418 BD-04  1514   8351       30700 062700.88 -042120.3  6.50   9       Mon
 45433 BD-00  1299   8356 2335  30720 062715.59 -001633.6  5.55  78       Ori
 45466 BD+46  1149   8411 2338  30972 063002.98 +464107.9  5.88  47       Aur
 45542 BD+20  1441   8394 2343  30883 062857.79 +201243.8  4.13  18 nu.   Gem
 45546 BD-04  1526   8378 2344  30772 062757.57 -044543.7  5.06  10       Mon
 45572 CD-48  2308   8345 2348  30591 062543.66 -481036.7  5.76     G     Pup
 45669 CP-69   607   8310 2352  30321 062238.23 -695902.9  5.56     pi.01 Dor
 45725 BD-06  1574   8412 2356  30867 062849.07 -070159.0  3.76  11 bet   Mon
 45726 BD-06  1575A  8413 2357        062849.5  -070204.   5.40  11 bet   Mon
 45727 BD-06  1575B       2358        062849.5  -070204.   5.60  11 bet   Mon
 45813 CD-32  3066   8410 2361  30788 062810.22 -323448.5  4.47     lam   CMa
 46031 BD+16  1178   8462 2371  31105 063137.44 +155412.7  6.38  19       Gem
 46052 BD+32  1324   8474 2372  31173 063227.20 +322717.8  5.82     WW    Aur
 46101 BD+55  1093   8508 2376  31359 063432.80 +552110.9  6.45   7       Lyn
 46116 CP-69   614   8390 2377  30565 062528.65 -694126.8  5.37     pi.02 Dor
 46136 BD+17  1286   8482       31158 063218.52 +174703.4  6.26  20       Gem
 46241 BD+04  1304   8494 2382  31159 063219.23 +045121.6  5.88  12       Mon
 46300 BD+07  1337   8506 2385  31216 063254.23 +071958.7  4.47  13       Mon
 46328 CD-23  3991   8496 2387  31125 063151.37 -232506.4  4.34   4 ksi01 CMa
 46355 CP-56  1095   8459 2389  30932 062928.54 -565110.2  5.20  61       Pic
 46480 BD+61   893   8582 2394  31676 063741.64 +612854.8  5.94   8       Lyn
 46553 BD+28  1168   8557 2398  31434 063512.06 +280120.4  5.26  49       Aur
 46590 BD+56  1136   8591 2402  31665 063738.40 +565127.0  5.87  11       Lyn
 46642 BD+07  1357   8558 2404  31385 063446.33 +073421.0  6.44  14       Mon
 46687 BD+38  1539   8581 2405  31579 063632.84 +382644.0  5.40     UU    Aur
 46781 BD+16  1210   8583       31525 063602.12 +164749.5  6.73  23       Gem
 46860 CP-58   722   8530 2412  31137 063158.31 -584513.8  5.69     mu.   Pic
 46933 BD-22  1458   8577 2414  31416 063503.38 -225753.4  4.54   5 ksi02 CMa
 47070 BD+39  1690   8648 2419  31771 063839.55 +392328.0  5.70  51       Aur
 47100 BD+40  1665   8655 2420  31789 063849.19 +395409.3  5.34  52 psi03 Aur
 47105 BD+16  1223   8633 2421  31681 063742.70 +162357.9  1.93  24 gam   Gem
 47138 BD-18  1480   8614 2423  31564 063622.86 -183935.8  5.71   6 nu.01 CMa
 47152 BD+29  1293   8649 2425  31737 063823.02 +285903.8  5.76  53       Aur
 47174 BD+42  1585   8662 2427  31832 063919.83 +422920.4  4.80  50 psi02 Aur
 47205 BD-19  1502   8624 2429  31592 063641.00 -191520.6  3.95   7 nu.02 CMa
 47306 CP-52   953   8604 2435  31407 063458.59 -525832.3  4.35     N     Car
 47395 BD+28  1196   8681 2438  31852 063933.12 +281547.4  6.02  54       Aur
 47442 BD-18  1492   8660 2443  31700 063753.43 -181414.8  4.42   8 nu.03 CMa
 47670 CD-43  2576   8675 2451  31685 063745.67 -431145.3  3.17     nu.   Pup
 47731 BD+28  1207   8719 2453  32019 064120.90 +281147.9  6.45  25       Gem
 47839 BD+10  1220   8720 2456  31978 064058.66 +095344.7  4.66  15 S     Mon
 47914 BD+44  1518   8751 2459  32173 064305.01 +443128.3  5.04  55 psi04 Aur
 47973 CD-48  2417   8704 2462  31765 063837.63 -481312.8  5.05     Y     Pup
 48097 BD+17  1357   8755 2466  32104 064224.32 +173843.9  5.20  26       Gem
 48250 BD+59  1015   8805 2470  32438 064614.15 +592630.1  4.86  12       Lyn
 48329 BD+25  1406   8786 2473  32246 064355.93 +250752.2  3.06  27 eps   Gem
 48432 BD+57  1004   8826 2477  32489 064649.49 +571009.4  5.34  13       Lyn
 48433 BD+13  1390   8793 2478  32249 064359.29 +131341.3  4.49  30       Gem
 48450 BD+29  1327   8799 2480  32311 064445.46 +285815.6  5.42  28       Gem
 48682 BD+43  1595   8836 2483  32480 064644.34 +433437.3  5.24  56 psi05 Aur
 48737 BD+13  1396   8823 2484  32362 064517.43 +125345.8  3.35  31 ksi   Gem
 48781 BD+48  1436   8858 2487  32562 064739.58 +484722.1  5.22  57 psi06 Aur
 48843 BD+12  1275   8834 2489  32404 064554.20 +124136.8  6.47  32       Gem
 48879 BD+67   454   8902 2490  32864 065057.09 +673418.9  5.14  42       Cam
 48915 BD-16  1591   8833 2491  32349 064509.25 -164247.3 -1.44   9 alf   CMa
 48917 CD-30  3484   8827 2492  32292 064428.47 -310413.9  5.23  10       CMa
 48977 BD+08  1486   8856 2494  32463 064632.42 +083513.8  5.92  16       Mon
 49161 BD+08  1496   8880 2503  32533 064719.84 +080214.2  4.77  17       Mon
 49229 BD-14  1584   8879 2504  32492 064651.09 -142533.6  5.28  11       CMa
 49293 BD+02  1397   8892 2506  32578 064751.66 +022443.9  4.48  18       Mon
 49333 BD-20  1576   8884 2509  32504 064701.49 -210055.5  6.07  12       CMa
 49340 BD+69   394   8957 2511  33104 065342.24 +685317.9  5.11  43       Cam
 49520 BD+41  1536   8931 2516  32844 065045.96 +414653.6  4.99  58 psi07 Aur
 49591 CD-37  3080   8899 2518  32537 064721.41 -375546.8  5.27     x     Pup
 49606 BD+16  1298   8927 2519  32753 064949.85 +161210.5  5.87  33       Gem
 49618 BD+59  1028A  8968 2520  33048 065305.06 +592655.2  5.34  14       Lyn
 49619 BD+59  1028B                   065336.0  +592425.  11.1   14       Lyn
 49738 BD+13  1434   8938 2525  32814 065025.50 +132447.5  5.68  35       Gem
 49877 CP-55  1063   8912 2526  32531 064718.71 -553224.2  5.60     O     Car
 49908 BD+21  1405   8965 2529  32921 065133.05 +214540.4  5.28  36 d     Gem
 50013 CD-32  3404   8946 2538  32759 064950.47 -323030.6  3.50  13 kap   CMa
 50018 BD+39  1771   8993 2539  33041 065301.41 +385208.9  6.10  59       Aur
 50019 BD+34  1481   8989 2540  33018 065247.34 +335740.9  3.60  34 the   Gem
 50037 BD+38  1636   8997 2541  33064 065313.37 +382618.4  6.32  60       Aur
 50204 BD+38  1638   9012 2547  33133 065357.07 +383018.3  6.46  61 psi08 Aur
 50223 CD-46  2703   8960 2548  32765 064954.62 -463655.7  5.14     X     Pup
 50241 CP-61   720   8941 2550  32607 064811.54 -615631.1  3.24     alf   Pic
 50310 CD-50  2415   8969 2553  32768 064956.14 -503651.8  2.94     tau   Pup
 50337 CP-53  1168   8972 2554  32761 064951.32 -533721.0  4.41     A     Car
 50506 CP-80   196   8869 2559  31897 064002.91 -804849.4  5.61     zet   Men
 50522 BD+58   982   9082 2560  33449 065716.60 +582523.0  4.35  15       Lyn
 50635 BD+13  1462   9049 2564  33202 065438.59 +131040.9  4.73  38 e     Gem
 50658 BD+46  1203   9075 2568  33377 065632.06 +461626.4  5.85     psi09 Aur
 50692 BD+25  1496   9064 2569  33277 065518.69 +252232.3  5.74  37       Gem
 50707 BD-20  1616   9034 2571  33092 065332.91 -201327.3  4.82  15       CMa
 50778 BD-11  1681   9051 2574  33160 065411.48 -120218.9  4.08  14 the   CMa
 50877 CD-24  4567   9059 2580  33152 065407.95 -241103.2  3.89  16 omi01 CMa
 50973 BD+45  1367   9113 2585  33485 065737.12 +450538.8  4.90  16       Lyn
 51055 BD-20  1624   9078 2588  33248 065502.74 -202417.5  5.80  17       CMa
 51199 BD-19  1610   9096 2590  33302 065537.40 -200811.7  4.66  19 pi.   CMa
 51250 BD-13  1741   9103 2593  33345 065606.65 -140236.4  5.00  18 mu.   CMa
 51309 BD-16  1661   9107 2596  33347 065608.23 -170315.3  4.36  20 iot   CMa
 51440 BD+38  1656   9151 2600  33614 065902.88 +380309.4  6.02  62       Aur
 51530 BD+26  1405   9153 2601  33595 065847.52 +260451.1  6.20  39       Gem
 51557 CP-70   572   9057 2602  32912 065126.98 -705748.5  5.41     iot   Vol
 51688 BD+26  1411   9176 2605  33650 065927.94 +255451.1  6.40  40       Gem
 52005 BD+16  1354   9200 2615  33715 070015.82 +160444.4  5.73  41       Gem
 52089 CD-28  3666   9188 2618  33579 065837.55 -285819.5  1.50  21 eps   CMa
 52092 CD-33  3389   9184 2619  33558 065825.11 -340642.2  5.07     t     Pup
 52497 BD+24  1502   9263 2630  33927 070224.78 +241255.6  5.20  42 ome   Gem
 52877 CD-27  3544   9276 2646  33856 070143.15 -275605.4  3.49  22 sig   CMa
 52918 BD-04  1788   9293 2648  33971 070254.78 -041421.3  4.99  19       Mon
 52973 BD+20  1687   9313 2650  34088 070406.54 +203413.1  4.01  43 zet   Gem
 53047 CD-51  2224   9273 2652  33779 070051.51 -512409.5  5.14  23       Car
 53138 CD-23  4797   9307 2653  33977 070301.47 -234959.9  3.02  24 omi02 CMa
 53244 BD-15  1625   9320 2657  34045 070345.49 -153759.7  4.11  23 gam   CMa
 53257 BD+22  1566   9337 2659  34182 070518.37 +223814.9  6.00  44       Gem
 53633 BD+61   938   9411       34572 070937.78 +604731.9  6.64  17       Lyn
 53704 CD-42  2929   9342 2666  34081 070402.81 -422014.8  5.20     C     Pup
 53791 BD+22  1577   9390 2671        070721.4  +224213.   7.68     R     Gem
 53811 CD-49  2587   9348 2672  34059 070353.66 -493503.3  4.92     H     Pup
 54131 BD+16  1397   9421 2684  34440 070822.04 +155551.3  5.47  45       Gem
 54239 CP-79   238   9278 2689  33384 065634.48 -792512.7  5.45     the   Men
 54475 CD-40  2930   9419 2691  34339 070707.09 -405335.9  5.80     D     Pup
 54605 CD-26  3916   9443 2693  34444 070823.49 -262335.5  1.83  25 del   CMa
 54716 BD+39  1882   9490 2696  34752 071139.29 +391914.0  4.91  63       Aur
 54719 BD+30  1439   9484 2697  34693 071108.39 +301443.0  4.41  46 tau   Gem
 54801 BD+27  1327   9493 2700  34722 071123.08 +265124.0  5.75  47       Gem
 54810 BD-04  1840   9477 2701  34622 071013.68 -041415.5  4.91  20       Mon
 54893 CD-39  3105   9463 2702  34495 070851.08 -393920.4  4.83     A     Pup
 55052 BD+24  1558   9521 2706  34819 071226.39 +240743.3  5.85  48       Gem
 55057 BD-00  1634   9505 2707  34724 071123.63 -001806.9  5.44  21       Mon
 55156 BD+25  1609   9534       34861 071249.38 +254455.1  7.06  49       Gem
 55185 BD-00  1636   9518 2714  34769 071151.86 -002934.0  4.15  22 del   Mon
 55280 BD+59  1065   9581 2715  35146 071555.02 +593817.1  5.20  18       Lyn
 55383 BD+16  1417   9551 2717  34909 071322.27 +160932.6  5.07  51       Gem
 55522 CD-25  4191   9545 2718  34798 071212.22 -255633.4  5.91  26       CMa
 55621 BD+25  1618   9585 2725  35025 071441.94 +245306.7  5.84  52       Gem
 55719 CD-40  2987   9554 2727  34802 071215.82 -402955.6  5.30     E     Pup
 55864 CP-70   600B  9513 2735  34473 070842.34 -702950.4  5.68     gam01 Vol
 55865 CP-70   600A  9514 2736  34481 070844.82 -702957.1  3.78     gam02 Vol
 55870 BD+28  1350   9627 2738  35152 071557.18 +275350.7  5.75  53       Gem
 55892 CD-46  2977   9569 2740  34834 071233.74 -464534.4  4.49     I     Pup
 55966 BD+82   201   9851 2742  36547 073104.48 +822441.6  4.92     VZ    Cam
 56003 BD+00  1871   9622 2744  35080 071519.41 -000940.7  6.42  24       Mon
 56014 CD-26  4057   9608 2745  34981 071415.22 -262109.1  4.42  27       CMa
 56022 CD-44  3223   9591 2746  34899 071313.37 -451057.1  4.87     L01   Pup
 56096 CD-44  3227   9604 2748  34922 071332.23 -443825.9  4.42     L02   Pup
 56139 CD-26  4073   9625 2749  35037 071448.66 -264621.7  4.01  28 ome   CMa
 56221 BD+41  1630   9677 2753  35341 071802.22 +405300.1  5.87  64       Aur
 56537 BD+16  1443   9701 2763  35350 071805.61 +163225.7  3.58  54 lam   Gem
 56577 CD-23  5189   9675 2764  35210 071636.84 -231856.2  4.83 145       CMa
 56820 BD+60  1048   9775 2772  35735 072217.19 +595407.1  6.36  47       Cam
 56855 CD-36  3489   9706 2773  35264 071708.56 -370551.0  2.71     pi.   Pup
 56986 BD+22  1645   9755 2777  35550 072007.39 +215856.4  3.50  55 del   Gem
 57060 CD-24  5173   9734 2781  35412 071840.38 -243331.3  4.88  29 UW    CMa
 57061 CD-24  5176   9736 2782  35415 071842.49 -245715.8  4.37  30 tau   CMa
 57066 BD+50  1420A  9789       35726 072213.45 +500850.7  7.59  20       Lyn
 57102 BD+55  1192A  9799 2783  35783 072250.85 +551703.8  6.86  19       Lyn
 57103 BD+55  1192B  9800 2784  35785 072252.06 +551653.3  5.80  19       Lyn
 57150 CD-36  3512   9733 2787  35363 071818.40 -364402.3  4.65     v01   Pup
 57167 BD-16  1898   9758 2788  35487 071928.08 -162341.7  5.70     R     CMa
 57197 CD-43  3093   9732 2789  35347 071804.26 -435912.4  5.86     M     Pup
 57219 CD-36  3519   9746 2790  35406 071838.19 -364433.9  5.11     v02   Pup
 57240 CD-38  3309   9743 2791  35393 071833.52 -391237.1  5.24     F     Pup
 57264 BD+37  1707   9796 2793  35710 072202.69 +364538.3  5.12  65       Aur
 57423 BD+20  1775   9808 2795  35699 072156.90 +202637.4  5.09  56       Gem
 57623 CP-67   730   9747 2803  35228 071649.83 -675725.8  3.97     del   Vol
 57669 BD+40  1852   9850 2805  35907 072408.47 +404020.8  5.23  66       Aur
 57727 BD+25  1660   9843 2808  35846 072328.55 +250302.2  5.04  57 A     Gem
 57744 BD+23  1698   9844 2810  35842 072328.15 +225643.6  6.17  58       Gem
 57927 BD+27  1374   9868 2816  35941 072433.44 +273816.1  5.77  59       Gem
 58142 BD+49  1623   9909 2818  36145 072642.86 +491241.9  4.61  21       Lyn
 58187 BD+11  1578   9891 2820  35987 072458.19 +114010.4  5.37   1       CMi
 58207 BD+28  1385   9897 2821  36046 072543.68 +274753.8  3.78  60 iot   Gem
 58350 CD-29  4328   9886 2827  35904 072405.71 -291811.2  2.45  31 eta   CMa
 58367 BD+09  1643   9908 2828  36041 072538.90 +091634.0  4.99   2 eps   CMi
 58579 BD+20  1805   9937 2837  36156 072656.33 +201527.3  5.94  61       Gem
 58715 BD+08  1774   9947 2845  36188 072709.07 +081721.9  2.89   3 bet   CMi
 58728 BD+21  1602   9957 2846  36238 072744.39 +212644.0  5.20  63       Gem
 58855 BD+49  1630   9992 2849  36439 072955.86 +494021.6  5.35  22       Lyn
 58923 BD+07  1729   9970 2851  36265 072802.08 +065631.5  5.22   5 eta   CMi
 58946 BD+32  1562   9987 2852  36366 072906.61 +314702.7  4.16  62 rho   Gem
 58972 BD+09  1660   9974 2854  36284 072809.83 +085531.8  4.33   4 gam   CMi
 59037 BD+28  1396   9997 2857  36393 072920.46 +280706.3  5.07  64       Gem
 59148 BD+28  1400  10015 2861  36429 072948.78 +275458.3  5.01  65 b     Gem
 59294 BD+12  1567  10024 2864  36425 072947.78 +120023.8  4.55   6       CMi
 59635 CD-38  3400  10033 2875  36363 072905.71 -384843.6  5.41     y     Pup
